,CustomerID,DaysSinceLastOrder,CustomerTenure,AvgOrderValue,TotalRevenue,OrderFrequency,LeastRecentOrderDate,MostRecentOrderDate,TotalProductSubCategories,MostPurchasedCategory,AvgDaysBetweenOrders,RecencyRatio,OneTimeBuyer,ChurnLabel
69,11069,238,1017,2701.35,8104.05,3,2011-09-17,2013-11-04,2,Bikes,389.0,0.611825192802,0,1
70,11070,216,1006,2721.85,8165.55,3,2011-09-28,2013-11-26,4,Bikes,395.0,0.546835443037,0,1
71,11071,58,333,36.743333,110.23,3,2013-08-01,2014-05-03,3,Accessories,137.0,0.423357664233,0,0
72,11072,227,1034,2731.333333,8194.0,3,2011-08-31,2013-11-15,5,Bikes,403.0,0.563275434243,0,1
73,11073,160,311,63.966666,191.9,3,2013-08-23,2014-01-21,5,Accessories,75.0,2.133333333333,0,0
74,11074,246,311,31.396666,94.19,3,2013-08-23,2013-10-27,4,Accessories,32.0,7.6875,0,1
75,11075,218,1006,2689.343333,8068.03,3,2011-09-28,2013-11-24,3,Bikes,394.0,0.553299492385,0,1
76,11076,221,1013,2719.68,8159.04,3,2011-09-21,2013-11-21,3,Bikes,396.0,0.55808080808,0,1
77,11077,230,1019,2723.01,8169.03,3,2011-09-15,2013-11-12,4,Bikes,394.0,0.583756345177,0,1
78,11078,0,347,53.721764,913.27,17,2013-07-18,2014-06-30,11,Accessories,21.0,0.0,0,0
79,11079,27,319,19.316666,57.95,3,2013-08-15,2014-06-03,3,Accessories,146.0,0.184931506849,0,0
80,11080,219,1024,2734.673333,8204.02,3,2011-09-10,2013-11-23,5,Bikes,402.0,0.544776119402,0,1
81,11081,290,350,52.13,104.26,2,2013-07-15,2013-09-13,3,Accessories,60.0,4.833333333333,0,1
82,11082,83,371,1555.405,3110.81,2,2013-06-24,2014-04-08,5,Accessories,288.0,0.288194444444,0,0
83,11083,81,387,1568.66,3137.32,2,2013-06-08,2014-04-10,4,Bikes,306.0,0.264705882352,0,0
84,11084,68,389,1539.305,3078.61,2,2013-06-06,2014-04-23,4,Accessories,321.0,0.21183800623,0,0
85,11085,20,53,64.48,128.96,2,2014-05-08,2014-06-10,3,Accessories,33.0,0.60606060606,0,0
86,11086,38,210,76.725,153.45,2,2013-12-02,2014-05-23,4,Clothing,172.0,0.220930232558,0,0
87,11087,172,337,100.14,200.28,2,2013-07-28,2014-01-09,2,Accessories,165.0,1.042424242424,0,0
88,11088,77,380,1588.39,3176.78,2,2013-06-15,2014-04-14,6,Accessories,303.0,0.254125412541,0,0
89,11089,71,395,1594.14,3188.28,2,2013-05-31,2014-04-20,6,Bikes,324.0,0.219135802469,0,0
90,11090,68,905,2234.693333,6704.08,3,2012-01-07,2014-04-23,6,Bikes,418.0,0.162679425837,0,0
91,11091,20,364,42.476071,1189.33,28,2013-07-01,2014-06-10,9,Accessories,12.0,1.666666666666,0,0
92,11092,221,1026,2703.34,8110.02,3,2011-09-08,2013-11-21,4,Bikes,402.0,0.549751243781,0,1
93,11093,234,1027,2726.666666,8180.0,3,2011-09-07,2013-11-08,5,Bikes,396.0,0.590909090909,0,1
94,11094,17,296,78.63,235.89,3,2013-09-07,2014-06-13,6,Accessories,139.0,0.122302158273,0,0
95,11095,217,1033,2719.336666,8158.01,3,2011-09-01,2013-11-25,5,Bikes,408.0,0.531862745098,0,1
96,11096,182,1023,2687.68,8063.04,3,2011-09-11,2013-12-30,3,Bikes,420.0,0.433333333333,0,1
97,11097,188,1030,2699.676666,8099.03,3,2011-09-04,2013-12-24,4,Bikes,421.0,0.446555819477,0,1
98,11098,104,351,29.653333,88.96,3,2013-07-14,2014-03-18,3,Accessories,123.0,0.845528455284,0,0
99,11099,211,1027,2738.663333,8215.99,3,2011-09-07,2013-12-01,4,Bikes,408.0,0.517156862745,0,1
100,11100,174,1018,2724.17,8172.51,3,2011-09-16,2014-01-07,5,Bikes,422.0,0.412322274881,0,0
101,11101,213,1005,2754.173333,8262.52,3,2011-09-29,2013-11-29,5,Bikes,396.0,0.537878787878,0,1
102,11102,50,196,34.303333,102.91,3,2013-12-16,2014-05-11,4,Accessories,73.0,0.684931506849,0,0
103,11103,236,1019,2727.5,8182.5,3,2011-09-15,2013-11-06,6,Bikes,391.0,0.603580562659,0,1
104,11104,227,1000,2724.343333,8173.03,3,2011-10-04,2013-11-15,4,Bikes,386.0,0.588082901554,0,1
105,11105,237,990,2698.663333,8095.99,3,2011-10-14,2013-11-05,4,Bikes,376.0,0.630319148936,0,1
106,11106,227,986,2693.016666,8079.05,3,2011-10-18,2013-11-15,2,Bikes,379.0,0.598944591029,0,1
107,11107,221,1003,2723.67,8171.01,3,2011-10-01,2013-11-21,4,Bikes,391.0,0.565217391304,0,1
108,11108,219,1001,2708.013333,8124.04,3,2011-10-03,2013-11-23,4,Bikes,391.0,0.56010230179,0,1
109,11109,218,994,2748.336666,8245.01,3,2011-10-10,2013-11-24,6,Bikes,388.0,0.561855670103,0,1
110,11110,161,1003,2697.676666,8093.03,3,2011-10-01,2014-01-20,3,Bikes,421.0,0.38242280285,0,0
111,11111,159,984,2712.333333,8137.0,3,2011-10-20,2014-01-22,5,Bikes,412.0,0.385922330097,0,0
112,11112,148,979,2765.006666,8295.02,3,2011-10-25,2014-02-02,5,Bikes,415.0,0.356626506024,0,0
113,11113,282,361,36.626666,109.88,3,2013-07-04,2013-09-21,5,Accessories,39.0,7.230769230769,0,1
114,11114,33,316,40.963333,122.89,3,2013-08-18,2014-05-28,4,Accessories,141.0,0.234042553191,0,0
115,11115,26,352,37.903333,113.71,3,2013-07-13,2014-06-04,4,Accessories,163.0,0.159509202453,0,0
116,11116,104,319,49.566666,148.7,3,2013-08-15,2014-03-18,5,Accessories,107.0,0.971962616822,0,0
117,11117,217,998,2728.33,8184.99,3,2011-10-06,2013-11-25,6,Bikes,390.0,0.55641025641,0,1
118,11118,2,202,41.266666,123.8,3,2013-12-10,2014-06-28,4,Accessories,100.0,0.02,0,0
119,11119,66,359,42.61,85.22,2,2013-07-06,2014-04-25,3,Accessories,293.0,0.225255972696,0,0
120,11120,131,990,2747.496666,8242.49,3,2011-10-14,2014-02-19,6,Bikes,429.0,0.305361305361,0,0
121,11121,85,218,19.386666,58.16,3,2013-11-24,2014-04-06,3,Accessories,66.0,1.287878787878,0,0
122,11122,159,341,14.31,42.93,3,2013-07-24,2014-01-22,3,Accessories,91.0,1.747252747252,0,0
123,11123,3,286,49.946666,149.84,3,2013-09-17,2014-06-27,5,Accessories,141.0,0.021276595744,0,0
124,11124,224,999,2709.673333,8129.02,3,2011-10-05,2013-11-18,4,Bikes,387.0,0.578811369509,0,1
125,11125,209,362,26.563333,79.69,3,2013-07-03,2013-12-03,4,Accessories,76.0,2.75,0,1
126,11126,86,976,1657.456666,4972.37,3,2011-10-28,2014-04-05,4,Bikes,445.0,0.193258426966,0,0
127,11127,119,293,21.99,43.98,2,2013-09-10,2014-03-03,1,Accessories,174.0,0.683908045977,0,0
128,11128,169,223,71.97,143.94,2,2013-11-19,2014-01-12,4,Accessories,54.0,3.129629629629,0,0
129,11129,384,906,2936.63,5873.26,2,2012-01-06,2013-06-11,2,Bikes,522.0,0.735632183908,0,1
130,11130,50,50,37.29,37.29,1,2014-05-11,2014-05-11,1,Accessories,,,1,0
131,11131,5,102,33.182,165.91,5,2014-03-20,2014-06-25,5,Accessories,24.0,0.208333333333,0,0
132,11132,294,294,2371.94,2371.94,1,2013-09-09,2013-09-09,4,Accessories,,,1,1
133,11133,29,29,71.96,71.96,1,2014-06-01,2014-06-01,3,Accessories,,,1,0
134,11134,86,1001,1637.276666,4911.83,3,2011-10-03,2014-04-05,2,Bikes,457.0,0.188183807439,0,0
135,11135,285,285,2334.97,2334.97,1,2013-09-18,2013-09-18,2,Bikes,,,1,1
136,11136,390,390,2380.47,2380.47,1,2013-06-05,2013-06-05,3,Accessories,,,1,1
137,11137,8,181,101.285,202.57,2,2013-12-31,2014-06-22,2,Accessories,173.0,0.046242774566,0,0
138,11138,28,131,39.485,78.97,2,2014-02-19,2014-06-02,2,Accessories,103.0,0.271844660194,0,0
139,11139,103,136,41.985,83.97,2,2014-02-14,2014-03-19,3,Accessories,33.0,3.121212121212,0,0
140,11140,315,315,39.99,39.99,1,2013-08-19,2013-08-19,1,Accessories,,,1,1
141,11141,122,257,56.98,113.96,2,2013-10-16,2014-02-28,2,Accessories,135.0,0.903703703703,0,0
142,11142,15,349,57.692352,980.77,17,2013-07-16,2014-06-15,9,Accessories,20.0,0.75,0,0
143,11143,40,227,24.28,48.56,2,2013-11-15,2014-05-21,1,Accessories,187.0,0.213903743315,0,0
144,11144,368,368,2399.97,2399.97,1,2013-06-27,2013-06-27,3,Accessories,,,1,1
145,11145,368,368,2309.97,2309.97,1,2013-06-27,2013-06-27,2,Bikes,,,1,1
146,11146,135,357,37.643333,112.93,3,2013-07-08,2014-02-15,4,Accessories,111.0,1.216216216216,0,0
147,11147,104,991,2731.833333,8195.5,3,2011-10-13,2014-03-18,5,Bikes,443.0,0.234762979683,0,0
148,11148,56,327,42.08,126.24,3,2013-08-07,2014-05-05,3,Accessories,135.0,0.414814814814,0,0
149,11149,60,238,13.753333,41.26,3,2013-11-04,2014-05-01,2,Accessories,89.0,0.67415730337,0,0
150,11150,197,307,64.14,192.42,3,2013-08-27,2013-12-15,5,Clothing,55.0,3.581818181818,0,1
151,11151,100,989,2695.77,8087.31,3,2011-10-15,2014-03-22,5,Bikes,444.0,0.225225225225,0,0
152,11152,384,384,2294.99,2294.99,1,2013-06-11,2013-06-11,1,Bikes,,,1,1
153,11153,305,305,54.885,109.77,2,2013-08-29,2013-08-29,2,Accessories,0.0,,0,1
154,11154,383,383,2319.99,2319.99,1,2013-06-12,2013-06-12,1,Bikes,,,1,1
155,11155,387,387,2319.99,2319.99,1,2013-06-08,2013-06-08,1,Bikes,,,1,1
156,11156,385,385,2389.97,2389.97,1,2013-06-10,2013-06-10,3,Bikes,,,1,1
157,11157,139,188,20.64,41.28,2,2013-12-24,2014-02-11,1,Accessories,49.0,2.836734693877,0,0
158,11158,374,374,2395.96,2395.96,1,2013-06-21,2013-06-21,3,Accessories,,,1,1
159,11159,82,142,24.28,48.56,2,2014-02-08,2014-04-09,1,Accessories,60.0,1.366666666666,0,0
160,11160,341,341,2322.28,2322.28,1,2013-07-24,2013-07-24,2,Accessories,,,1,1
161,11161,78,241,46.975,93.95,2,2013-11-01,2014-04-13,3,Accessories,163.0,0.478527607361,0,0
162,11162,344,344,2329.98,2329.98,1,2013-07-21,2013-07-21,2,Accessories,,,1,1
163,11163,176,272,23.135,46.27,2,2013-10-01,2014-01-05,1,Accessories,96.0,1.833333333333,0,0
164,11164,176,276,72.38,144.76,2,2013-09-27,2014-01-05,3,Accessories,100.0,1.76,0,0
165,11165,237,248,51.245,102.49,2,2013-10-25,2013-11-05,2,Accessories,11.0,21.545454545454,0,1
166,11166,53,106,43.98,87.96,2,2014-03-16,2014-05-08,3,Accessories,53.0,1.0,0,0
167,11167,61,386,1563.165,3126.33,2,2013-06-09,2014-04-30,4,Bikes,325.0,0.187692307692,0,0
168,11168,73,378,1568.295,3136.59,2,2013-06-17,2014-04-18,5,Accessories,305.0,0.239344262295,0,0
169,11169,126,247,40.63,81.26,2,2013-10-26,2014-02-24,2,Accessories,121.0,1.041322314049,0,0
170,11170,30,155,78.615,157.23,2,2014-01-26,2014-05-31,5,Accessories,125.0,0.24,0,0
171,11171,82,892,2238.85,6716.55,3,2012-01-20,2014-04-09,6,Bikes,405.0,0.202469135802,0,0
172,11172,17,270,64.47,128.94,2,2013-10-03,2014-06-13,3,Accessories,253.0,0.067193675889,0,0
173,11173,35,332,51.245,102.49,2,2013-08-02,2014-05-26,2,Accessories,297.0,0.117845117845,0,0
174,11174,187,199,24.28,48.56,2,2013-12-13,2013-12-25,1,Accessories,12.0,15.583333333333,0,1
175,11175,86,884,2236.85,6710.55,3,2012-01-28,2014-04-05,6,Bikes,399.0,0.215538847117,0,0
176,11176,1,360,47.143214,1320.01,28,2013-07-05,2014-06-29,11,Accessories,13.0,0.076923076923,0,0
177,11177,106,305,67.625,135.25,2,2013-08-29,2014-03-16,3,Accessories,199.0,0.532663316582,0,0
178,11178,247,341,72.38,144.76,2,2013-07-24,2013-10-26,3,Accessories,94.0,2.627659574468,0,1
179,11179,19,322,62.72,125.44,2,2013-08-12,2014-06-11,4,Accessories,303.0,0.062706270627,0,0
180,11180,125,317,69.225,138.45,2,2013-08-17,2014-02-25,3,Accessories,192.0,0.651041666666,0,0
181,11181,201,266,20.64,41.28,2,2013-10-07,2013-12-11,1,Accessories,65.0,3.092307692307,0,1
182,11182,23,153,40.63,81.26,2,2014-01-28,2014-06-07,2,Accessories,130.0,0.176923076923,0,0
183,11183,229,273,23.135,46.27,2,2013-09-30,2013-11-13,1,Accessories,44.0,5.204545454545,0,1
184,11184,111,171,34.125,68.25,2,2014-01-10,2014-03-11,2,Accessories,60.0,1.85,0,0
185,11185,2,341,59.863333,1616.31,27,2013-07-24,2014-06-28,11,Accessories,13.0,0.153846153846,0,0
186,11186,21,102,20.64,41.28,2,2014-03-20,2014-06-09,1,Accessories,81.0,0.259259259259,0,0
187,11187,175,300,53.74,107.48,2,2013-09-03,2014-01-06,2,Accessories,125.0,1.4,0,0
188,11188,7,88,40.63,81.26,2,2014-04-03,2014-06-23,2,Accessories,81.0,0.086419753086,0,0
189,11189,357,886,2972.11,5944.22,2,2012-01-26,2013-07-08,5,Bikes,529.0,0.674858223062,0,1
190,11190,12,153,23.135,46.27,2,2014-01-28,2014-06-18,1,Accessories,141.0,0.085106382978,0,0
191,11191,83,901,2247.86,6743.58,3,2012-01-11,2014-04-08,6,Bikes,409.0,0.20293398533,0,0
192,11192,125,219,56.98,113.96,2,2013-11-23,2014-02-25,2,Accessories,94.0,1.329787234042,0,0
193,11193,163,337,20.64,41.28,2,2013-07-28,2014-01-18,1,Accessories,174.0,0.936781609195,0,0
194,11194,51,321,52.875,105.75,2,2013-08-13,2014-05-10,3,Accessories,270.0,0.188888888888,0,0
195,11195,98,289,52.875,105.75,2,2013-09-14,2014-03-24,3,Accessories,191.0,0.513089005235,0,0
196,11196,126,331,81.14,162.28,2,2013-08-03,2014-02-24,2,Accessories,205.0,0.614634146341,0,0
197,11197,192,271,103.78,207.56,2,2013-10-02,2013-12-20,2,Accessories,79.0,2.430379746835,0,1
198,11198,349,357,49.235,98.47,2,2013-07-08,2013-07-16,3,Accessories,8.0,43.625,0,1
199,11199,103,316,65.875,131.75,2,2013-08-18,2014-03-19,3,Accessories,213.0,0.483568075117,0,0
200,11200,8,355,54.199259,1463.38,27,2013-07-10,2014-06-22,9,Accessories,13.0,0.615384615384,0,0
201,11201,141,211,90.47,180.94,2,2013-12-01,2014-02-09,4,Accessories,70.0,2.014285714285,0,0
202,11202,129,135,36.99,73.98,2,2014-02-15,2014-02-21,2,Accessories,6.0,21.5,0,0
203,11203,48,342,47.162941,801.77,17,2013-07-23,2014-05-13,7,Accessories,18.0,2.666666666666,0,0
204,11204,79,172,38.635,77.27,2,2014-01-09,2014-04-12,2,Accessories,93.0,0.849462365591,0,0
205,11205,112,185,18.645,37.29,2,2013-12-27,2014-03-10,1,Accessories,73.0,1.534246575342,0,0
206,11206,243,262,38.635,77.27,2,2013-10-11,2013-10-30,2,Accessories,19.0,12.78947368421,0,1
207,11207,102,362,38.635,77.27,2,2013-07-03,2014-03-20,2,Accessories,260.0,0.392307692307,0,0
208,11208,133,330,67.115,134.23,2,2013-08-04,2014-02-17,4,Accessories,197.0,0.675126903553,0,0
209,11209,6,309,18.645,37.29,2,2013-08-25,2014-06-24,1,Accessories,303.0,0.019801980198,0,0
210,11210,144,267,35.38,70.76,2,2013-10-06,2014-02-06,2,Accessories,123.0,1.170731707317,0,0
211,11211,21,361,46.679411,793.55,17,2013-07-04,2014-06-09,10,Accessories,21.0,1.0,0,0
212,11212,11,363,48.658235,827.19,17,2013-07-02,2014-06-19,7,Accessories,22.0,0.5,0,0
213,11213,141,306,38.635,77.27,2,2013-08-28,2014-02-09,2,Accessories,165.0,0.854545454545,0,0
214,11214,70,167,81.14,162.28,2,2014-01-14,2014-04-21,2,Accessories,97.0,0.721649484536,0,0
215,11215,44,347,67.971764,1155.52,17,2013-07-18,2014-05-17,9,Accessories,18.0,2.444444444444,0,0
216,11216,357,897,2974.12,5948.24,2,2012-01-15,2013-07-08,4,Bikes,540.0,0.661111111111,0,1
217,11217,348,902,2976.625,5953.25,2,2012-01-10,2013-07-17,3,Bikes,554.0,0.628158844765,0,1
218,11218,24,334,19.79,39.58,2,2013-07-31,2014-06-06,1,Accessories,310.0,0.077419354838,0,0
219,11219,4,91,19.79,39.58,2,2014-03-31,2014-06-26,1,Accessories,87.0,0.045977011494,0,0
220,11220,46,320,25.115,50.23,2,2013-08-14,2014-05-15,2,Accessories,274.0,0.167883211678,0,0
221,11221,103,296,23.135,46.27,2,2013-09-07,2014-03-19,1,Accessories,193.0,0.533678756476,0,0
222,11222,61,88,103.98,207.96,2,2014-04-03,2014-04-30,4,Accessories,27.0,2.259259259259,0,0
223,11223,22,364,44.643703,1205.38,27,2013-07-01,2014-06-08,8,Accessories,13.0,1.692307692307,0,0
224,11224,56,905,2228.53,6685.59,3,2012-01-07,2014-05-05,4,Bikes,424.0,0.132075471698,0,0
225,11225,144,220,36.625,73.25,2,2013-11-22,2014-02-06,3,Accessories,76.0,1.894736842105,0,0
226,11226,303,341,18.645,37.29,2,2013-07-24,2013-08-31,1,Accessories,38.0,7.973684210526,0,1
227,11227,352,909,2955.11,5910.22,2,2012-01-03,2013-07-13,4,Bikes,557.0,0.631956912028,0,1
228,11228,11,95,38.635,77.27,2,2014-03-27,2014-06-19,2,Accessories,84.0,0.130952380952,0,0
229,11229,3,185,40.63,81.26,2,2013-12-27,2014-06-27,2,Accessories,182.0,0.016483516483,0,0
230,11230,50,196,27.11,54.22,2,2013-12-16,2014-05-11,2,Accessories,146.0,0.342465753424,0,0
231,11231,77,352,32.13,64.26,2,2013-07-13,2014-04-14,2,Accessories,275.0,0.28,0,0
232,11232,76,130,19.79,39.58,2,2014-02-20,2014-04-15,1,Accessories,54.0,1.407407407407,0,0
233,11233,234,354,89.715,179.43,2,2013-07-11,2013-11-08,6,Accessories,120.0,1.95,0,1
234,11234,131,354,38.135,76.27,2,2013-07-11,2014-02-19,2,Accessories,223.0,0.587443946188,0,0
235,11235,23,208,69.225,138.45,2,2013-12-04,2014-06-07,3,Accessories,185.0,0.124324324324,0,0
236,11236,22,117,56.98,113.96,2,2014-03-05,2014-06-08,2,Accessories,95.0,0.231578947368,0,0
237,11237,64,876,2641.595,10566.38,4,2012-02-05,2014-04-27,5,Bikes,270.0,0.237037037037,0,0
238,11238,273,1118,1885.6925,7542.77,4,2011-06-08,2013-09-30,6,Bikes,281.0,0.97153024911,0,1
239,11239,245,1105,1877.8875,7511.55,4,2011-06-21,2013-10-28,7,Bikes,286.0,0.856643356643,0,1
240,11240,260,1066,1896.5575,7586.23,4,2011-07-30,2013-10-13,7,Bikes,268.0,0.970149253731,0,1
241,11241,91,505,1638.455457,11469.1882,7,2013-02-10,2014-03-31,10,Bikes,69.0,1.31884057971,0,0
242,11242,55,496,1581.144028,11068.0082,7,2013-02-19,2014-05-06,6,Bikes,73.0,0.753424657534,0,0
243,11243,233,1072,1791.0625,7164.25,4,2011-07-24,2013-11-09,7,Bikes,279.0,0.835125448028,0,1
244,11244,193,1081,1793.9375,7175.75,4,2011-07-15,2013-12-19,6,Bikes,296.0,0.652027027027,0,1
245,11245,48,855,2645.0875,10580.35,4,2012-02-26,2014-05-13,5,Bikes,269.0,0.17843866171,0,0
246,11246,39,848,2643.8325,10575.33,4,2012-03-04,2014-05-22,6,Bikes,269.0,0.144981412639,0,0
