CustomerTenure,TotalRevenue,OrderFrequency,TotalProductSubCategories,MostPurchasedCategory,AvgDaysBetweenOrders,RecencyRatio,ChurnLabel,Cluster,ClusterLabel
1056,9.0178496843941,1.3862943611198906,5,1,409.0,0.4586311384577526,1,1,Loyal Customers
344,4.770091228101879,1.3862943611198906,4,0,13.0,3.237169017915508,1,4,Frequent Low Spenders
1046,9.0062663361601,1.3862943611198906,4,1,414.0,0.4214398887152553,1,1,Loyal Customers
1052,9.00331866256343,1.3862943611198906,4,1,412.0,0.4404448270039161,1,1,Loyal Customers
386,7.763429389007857,0.6931471805599453,3,0,0.0,5.828945617610208,1,2,At Risk High Spenders
381,7.772310513448238,0.6931471805599453,4,1,0.0,5.828945617610208,1,2,At Risk High Spenders
368,7.743261027764507,0.6931471805599453,2,0,0.0,5.828945617610208,1,2,At Risk High Spenders
352,5.316009926078955,1.0986122886681098,2,0,334.0,0.0524901826205784,0,4,Frequent Low Spenders
242,4.409884962802278,1.0986122886681098,2,0,111.0,0.7794075248442697,0,4,Frequent Low Spenders
163,4.670489652108734,1.0986122886681098,3,0,147.0,0.1033176140271548,0,4,Frequent Low Spenders
273,4.739351367454111,1.3862943611198906,5,0,80.0,0.8754687373538999,0,4,Frequent Low Spenders
1017,9.00024260318221,1.3862943611198906,2,1,389.0,0.4773671970144393,1,1,Loyal Customers
1006,9.007801822048382,1.3862943611198906,4,1,395.0,0.4362111942698434,1,1,Loyal Customers
333,4.711600129603938,1.3862943611198906,3,0,137.0,0.3530186327352168,0,4,Frequent Low Spenders
1034,9.01127949117793,1.3862943611198906,5,1,403.0,0.4467832574387826,1,1,Loyal Customers
311,5.262171919911683,1.3862943611198906,5,0,75.0,1.142097400607742,0,4,Frequent Low Spenders
311,4.555874894263214,1.3862943611198906,4,0,32.0,2.1618852108909103,1,4,Frequent Low Spenders
1006,8.995788555774425,1.3862943611198906,3,1,394.0,0.4403813732138857,1,1,Loyal Customers
1013,9.007004349906923,1.3862943611198906,3,1,396.0,0.4434548126503886,1,1,Loyal Customers
1019,9.00822785981793,1.3862943611198906,4,1,394.0,0.459799459071074,1,1,Loyal Customers
347,6.818125932644743,2.8903717578961645,11,0,21.0,0.0,0,3,High Value Customers
319,4.07668962698338,1.3862943611198906,3,0,146.0,0.1696849727891766,0,4,Frequent Low Spenders
1024,9.012501441059309,1.3862943611198906,5,1,402.0,0.43487899331382,1,1,Loyal Customers
350,4.656433479925633,1.0986122886681098,3,0,60.0,1.7635885922613015,1,4,Frequent Low Spenders
371,8.042959829449837,1.0986122886681098,5,0,288.0,0.2532415824711441,0,1,Loyal Customers
387,8.051442903874554,1.0986122886681098,4,1,306.0,0.2348395910766568,0,1,Loyal Customers
389,8.03255824457358,1.0986122886681098,4,0,321.0,0.1921382204879934,0,1,Loyal Customers
53,4.8672267108009,1.0986122886681098,3,0,33.0,0.4737843520852642,0,4,Frequent Low Spenders
210,5.039870419364591,1.0986122886681098,4,2,172.0,0.1996130539039013,0,4,Frequent Low Spenders
337,5.304696973512076,1.0986122886681098,2,0,165.0,0.7141374564516624,0,4,Frequent Low Spenders
380,8.06393811877218,1.0986122886681098,6,0,303.0,0.2264384472108597,0,1,Loyal Customers
395,8.067550464974456,1.0986122886681098,6,1,324.0,0.198142249108681,0,1,Loyal Customers
905,8.810620727039082,1.3862943611198906,6,1,418.0,0.1507271913754617,0,1,Loyal Customers
364,7.0819858585863775,3.367295829986474,9,0,12.0,0.9808292530114762,0,3,High Value Customers
1026,9.000978909854508,1.3862943611198906,4,1,402.0,0.4380944301683711,1,1,Loyal Customers
1027,9.0095696715137,1.3862943611198906,5,1,396.0,0.4643056081310407,1,1,Loyal Customers
296,5.467595898370036,1.3862943611198906,6,0,139.0,0.1153820741185055,0,4,Frequent Low Spenders
1033,9.006878117068446,1.3862943611198906,5,1,408.0,0.4264844753322142,1,1,Loyal Customers
1023,8.995169950616308,1.3862943611198906,3,1,420.0,0.3600027340311745,1,1,Loyal Customers
1030,8.999623044357374,1.3862943611198906,4,1,421.0,0.3691854340272151,1,1,Loyal Customers
351,4.499365127091115,1.3862943611198906,3,0,123.0,0.6127656621086855,0,4,Frequent Low Spenders
1027,9.01395924094128,1.3862943611198906,4,1,408.0,0.4168380982803697,1,1,Loyal Customers
1018,9.008653716156594,1.3862943611198906,5,1,422.0,0.3452353530289722,0,1,Loyal Customers
1005,9.019605925859915,1.3862943611198906,5,1,396.0,0.4304040564549042,1,1,Loyal Customers
196,4.643525139864555,1.3862943611198906,4,0,73.0,0.5217249142238394,0,4,Frequent Low Spenders
1019,9.00987521094594,1.3862943611198906,6,1,391.0,0.4722389806470269,1,1,Loyal Customers
1000,9.008717334291209,1.3862943611198906,4,1,386.0,0.462527566471126,1,1,Loyal Customers
990,8.999247666660034,1.3862943611198906,4,1,376.0,0.4887757925462125,1,1,Loyal Customers
986,8.997153339614806,1.3862943611198906,2,1,379.0,0.4693437809868732,1,1,Loyal Customers
1003,9.008470179627414,1.3862943611198906,4,1,391.0,0.4480247225267381,1,1,Loyal Customers
1001,9.002705930262742,1.3862943611198906,4,1,391.0,0.4447513971818108,1,1,Loyal Customers
994,9.017484725975304,1.3862943611198906,6,1,388.0,0.4458746464459815,1,1,Loyal Customers
1003,8.998882031878164,1.3862943611198906,3,1,421.0,0.3238376140487987,0,1,Loyal Customers
984,9.004299728561636,1.3862943611198906,5,1,412.0,0.3263658603064208,0,1,Loyal Customers
979,9.023531160706844,1.3862943611198906,5,1,415.0,0.305001107908921,0,1,Loyal Customers
361,4.708448535441593,1.3862943611198906,5,0,39.0,2.107879477000341,1,4,Frequent Low Spenders
316,4.819394075127647,1.3862943611198906,4,0,141.0,0.2102954088359642,0,4,Frequent Low Spenders
352,4.742407204293176,1.3862943611198906,4,0,163.0,0.1479968142520281,0,4,Frequent Low Spenders
319,5.008633291425583,1.3862943611198906,5,0,107.0,0.6790292990139423,0,4,Frequent Low Spenders
998,9.010179435453752,1.3862943611198906,6,1,390.0,0.4423820519356414,1,1,Loyal Customers
202,4.826712455935327,1.3862943611198906,4,0,100.0,0.0198026272961797,0,4,Frequent Low Spenders
359,4.4569021693189885,1.0986122886681098,3,0,293.0,0.203149779471011,0,4,Frequent Low Spenders
990,9.017179076923528,1.3862943611198906,6,1,429.0,0.266479864800944,0,1,Loyal Customers
218,4.080245637842599,1.3862943611198906,3,0,66.0,0.8276250947881544,0,4,Frequent Low Spenders
341,3.782597457987688,1.3862943611198906,3,0,91.0,1.0106014113451245,0,4,Frequent Low Spenders
286,5.016219672390156,1.3862943611198906,5,0,141.0,0.0210534091971656,0,4,Frequent Low Spenders
999,9.00331866256343,1.3862943611198906,4,1,387.0,0.4566722661417857,1,1,Loyal Customers
362,4.390614651860415,1.3862943611198906,4,0,76.0,1.3217558399823195,1,4,Frequent Low Spenders
976,8.51185295771662,1.3862943611198906,4,1,445.0,0.1766877390754538,0,1,Loyal Customers
293,3.8062179465311696,1.0986122886681098,1,0,174.0,0.5211173098025315,0,4,Frequent Low Spenders
223,4.976319863681136,1.0986122886681098,4,0,54.0,1.418187724895692,0,4,Frequent Low Spenders
906,8.678335373632246,1.0986122886681098,2,1,522.0,0.5513717181603142,1,1,Loyal Customers
50,3.6451887654892032,0.6931471805599453,1,0,0.0,5.828945617610208,0,0,Dormant Customers
102,5.117454744990326,1.791759469228055,5,0,24.0,0.1892419996382525,0,4,Frequent Low Spenders
294,7.771884971666044,0.6931471805599453,4,0,0.0,5.828945617610208,1,2,At Risk High Spenders
29,4.289911345766076,0.6931471805599453,3,0,0.0,5.828945617610208,0,0,Dormant Customers
1001,8.499605429493858,1.3862943611198906,2,1,457.0,0.1724259290390364,0,1,Loyal Customers
285,7.756182501399899,0.6931471805599453,2,1,0.0,5.828945617610208,1,2,At Risk High Spenders
390,7.775473223058904,0.6931471805599453,3,0,0.0,5.828945617610208,1,2,At Risk High Spenders
181,5.316009926078955,1.0986122886681098,2,0,173.0,0.0452054367675937,0,4,Frequent Low Spenders
131,4.381651564343798,1.0986122886681098,2,0,103.0,0.2404683349713783,0,4,Frequent Low Spenders
136,4.44229825301545,1.0986122886681098,3,0,33.0,1.4161473242695424,0,4,Frequent Low Spenders
315,3.7133281345162463,0.6931471805599453,1,0,0.0,5.828945617610208,1,0,Dormant Customers
257,4.744584241770769,1.0986122886681098,2,0,135.0,0.6438013064564208,0,4,Frequent Low Spenders
349,6.889357065035695,2.8903717578961645,9,0,20.0,0.5596157879354227,0,3,High Value Customers
227,3.9031840567609417,1.0986122886681098,1,0,187.0,0.1938414006263975,0,4,Frequent Low Spenders
368,7.783628101349357,0.6931471805599453,3,0,0.0,5.828945617610208,1,2,At Risk High Spenders
368,7.745422628796786,0.6931471805599453,2,1,0.0,5.828945617610208,1,2,At Risk High Spenders
357,4.735584224710024,1.3862943611198906,4,0,111.0,0.7958013346199311,0,4,Frequent Low Spenders
991,9.011462512866512,1.3862943611198906,5,1,443.0,0.2108790323760576,0,1,Loyal Customers
327,4.846075066880943,1.3862943611198906,3,0,135.0,0.3469986496076245,0,4,Frequent Low Spenders
238,3.7438410121879104,1.3862943611198906,2,0,89.0,0.5153099362128496,0,4,Frequent Low Spenders
307,5.264863990288817,1.3862943611198906,5,2,55.0,1.522095902278913,1,4,Frequent Low Spenders
989,8.998175088353529,1.3862943611198906,5,1,444.0,0.203124684423534,0,1,Loyal Customers
384,7.738919402029275,0.6931471805599453,1,1,0.0,5.828945617610208,1,2,At Risk High Spenders
305,4.7074559795288415,1.0986122886681098,2,0,0.0,5.828945617610208,1,4,Frequent Low Spenders
383,7.749749097777435,0.6931471805599453,1,1,0.0,5.828945617610208,1,2,At Risk High Spenders
387,7.749749097777435,0.6931471805599453,1,1,0.0,5.828945617610208,1,2,At Risk High Spenders
385,7.779454420328167,0.6931471805599453,3,1,0.0,5.828945617610208,1,2,At Risk High Spenders
188,3.7443141610020367,1.0986122886681098,1,0,49.0,1.344621664719179,0,4,Frequent Low Spenders
374,7.781956546769072,0.6931471805599453,3,0,0.0,5.828945617610208,1,2,At Risk High Spenders
142,3.9031840567609417,1.0986122886681098,1,0,60.0,0.8614824953788783,0,4,Frequent Low Spenders
341,7.750735259299305,0.6931471805599453,2,0,0.0,5.828945617610208,1,2,At Risk High Spenders
241,4.553350437258295,1.0986122886681098,3,0,163.0,0.3910467326832412,0,4,Frequent Low Spenders
344,7.754044058990368,0.6931471805599453,2,0,0.0,5.828945617610208,1,2,At Risk High Spenders
272,3.855875844805145,1.0986122886681098,1,0,96.0,1.0414538748280435,0,4,Frequent Low Spenders
276,4.981961433511648,1.0986122886681098,3,0,100.0,1.0152306797290584,0,4,Frequent Low Spenders
248,4.639474989680082,1.0986122886681098,2,0,11.0,3.115533473366588,1,4,Frequent Low Spenders
106,4.488186830502272,1.0986122886681098,3,0,53.0,0.6931471805599453,0,4,Frequent Low Spenders
386,8.047934884348908,1.0986122886681098,4,1,325.0,0.1720121871348343,0,1,Loyal Customers
378,8.051210268287589,1.0986122886681098,5,0,305.0,0.2145824190121099,0,1,Loyal Customers
247,4.409884962802278,1.0986122886681098,2,0,121.0,0.7135977910309487,0,4,Frequent Low Spenders
155,5.064049670730892,1.0986122886681098,5,0,125.0,0.2151113796169455,0,4,Frequent Low Spenders
892,8.812478783707201,1.3862943611198906,6,1,405.0,0.1843770559756605,0,1,Loyal Customers
270,4.867072805452385,1.0986122886681098,3,0,253.0,0.0650324702705471,0,4,Frequent Low Spenders
332,4.639474989680082,1.0986122886681098,2,0,297.0,0.1114028301136835,0,4,Frequent Low Spenders
199,3.9031840567609417,1.0986122886681098,1,0,12.0,2.808398174936472,1,4,Frequent Low Spenders
884,8.811585201799367,1.3862943611198906,6,1,399.0,0.1951874740469661,0,1,Loyal Customers
360,7.186151874516383,3.367295829986474,11,0,13.0,0.0741079721536504,0,3,High Value Customers
305,4.914491433543353,1.0986122886681098,3,0,199.0,0.4270069518823224,0,4,Frequent Low Spenders
341,4.981961433511648,1.0986122886681098,3,0,94.0,1.2885876950134894,1,4,Frequent Low Spenders
322,4.839767887347417,1.0986122886681098,4,0,303.0,0.0608187400349801,0,4,Frequent Low Spenders
317,4.937706114073498,1.0986122886681098,3,0,192.0,0.5014064018490954,0,4,Frequent Low Spenders
266,3.7443141610020367,1.0986122886681098,1,0,65.0,1.409109038885893,1,4,Frequent Low Spenders
153,4.409884962802278,1.0986122886681098,2,0,130.0,0.1629034709367877,0,4,Frequent Low Spenders
273,3.855875844805145,1.0986122886681098,1,0,44.0,1.8252821612666252,1,4,Frequent Low Spenders
171,4.237723145067448,1.0986122886681098,2,0,60.0,1.0473189942805592,0,4,Frequent Low Spenders
341,7.388519554251364,3.332204510175204,11,0,13.0,0.14310084364054,0,3,High Value Customers
102,3.7443141610020367,1.0986122886681098,1,0,81.0,0.2305236586116264,0,4,Frequent Low Spenders
300,4.686565824192085,1.0986122886681098,2,0,125.0,0.8754687373538999,0,4,Frequent Low Spenders
88,4.409884962802278,1.0986122886681098,2,0,81.0,0.0828876598053813,0,4,Frequent Low Spenders
886,8.690342814327481,1.0986122886681098,5,1,529.0,0.5157285187465537,1,1,Loyal Customers
153,3.855875844805145,1.0986122886681098,1,0,141.0,0.0816780310136005,0,4,Frequent Low Spenders
901,8.816494498356178,1.3862943611198906,6,1,409.0,0.1847635604494454,0,1,Loyal Customers
219,4.744584241770769,1.0986122886681098,2,0,94.0,0.8457769475462595,0,4,Frequent Low Spenders
337,3.7443141610020367,1.0986122886681098,1,0,174.0,0.6610276311376249,0,4,Frequent Low Spenders
321,4.670489652108734,1.0986122886681098,3,0,270.0,0.1730191641308934,0,4,Frequent Low Spenders
289,4.670489652108734,1.0986122886681098,3,0,191.0,0.4141532600654043,0,4,Frequent Low Spenders
331,5.095466518501589,1.0986122886681098,2,0,205.0,0.4791083962383677,0,4,Frequent Low Spenders
271,5.340226769625247,1.0986122886681098,2,0,79.0,1.2326709684125503,1,4,Frequent Low Spenders
357,4.599856091164322,1.0986122886681098,3,0,8.0,3.798294240099803,1,4,Frequent Low Spenders
316,4.888467660122048,1.0986122886681098,3,0,213.0,0.394450047877237,0,4,Frequent Low Spenders
355,7.28918722368218,3.332204510175204,9,0,13.0,0.4795730802615053,0,3,High Value Customers
211,5.203676962393915,1.0986122886681098,4,0,70.0,1.1033628914264706,0,4,Frequent Low Spenders
135,4.317221411307766,1.0986122886681098,2,0,6.0,3.1135153092103742,0,4,Frequent Low Spenders
342,6.688068247016164,2.8903717578961645,7,0,18.0,1.299282984130079,0,3,High Value Customers
172,4.360164387816747,1.0986122886681098,2,0,93.0,0.614894983659982,0,4,Frequent Low Spenders
185,3.6451887654892032,1.0986122886681098,1,0,73.0,0.92989638392975,0,4,Frequent Low Spenders
262,4.360164387816747,1.0986122886681098,2,0,19.0,2.623905524594618,1,4,Frequent Low Spenders
362,4.360164387816747,1.0986122886681098,2,0,260.0,0.330962580809746,0,4,Frequent Low Spenders
330,4.906977032485268,1.0986122886681098,4,0,197.0,0.5158889257223586,0,4,Frequent Low Spenders
309,3.6451887654892032,1.0986122886681098,1,0,303.0,0.0196084713883569,0,4,Frequent Low Spenders
267,4.27332721775054,1.0986122886681098,2,0,123.0,0.7750643030277984,0,4,Frequent Low Spenders
361,6.677775916658645,2.8903717578961645,10,0,21.0,0.6931471805599453,0,3,High Value Customers
363,6.7192425966604015,2.8903717578961645,7,0,22.0,0.4054651081081644,0,3,High Value Customers
306,4.360164387816747,1.0986122886681098,2,0,165.0,0.617639628051555,0,4,Frequent Low Spenders
167,5.095466518501589,1.0986122886681098,2,0,97.0,0.5432828339133243,0,4,Frequent Low Spenders
347,7.053170775080112,2.8903717578961645,9,0,18.0,1.236762627148798,0,3,High Value Customers
897,8.691018759288928,1.0986122886681098,4,1,540.0,0.5074867225004092,1,1,Loyal Customers
902,8.691860529273333,1.0986122886681098,3,1,554.0,0.4874498333151292,1,1,Loyal Customers
334,3.7032753343976688,1.0986122886681098,1,0,310.0,0.0745686954968498,0,4,Frequent Low Spenders
91,3.7032753343976688,1.0986122886681098,1,0,87.0,0.0449513878620245,0,4,Frequent Low Spenders
320,3.936325297951111,1.0986122886681098,2,0,274.0,0.1551928894049895,0,4,Frequent Low Spenders
296,3.855875844805145,1.0986122886681098,1,0,193.0,0.4276692654187289,0,4,Frequent Low Spenders
88,5.342142846088066,1.0986122886681098,4,0,27.0,1.1814999484737978,0,4,Frequent Low Spenders
364,7.095379418866934,3.332204510175204,8,0,13.0,0.9903987040276198,0,3,High Value Customers
905,8.807859307178896,1.3862943611198906,4,1,424.0,0.1240526486698788,0,1,Loyal Customers
220,4.307437777682809,1.0986122886681098,3,0,76.0,1.0628942060659394,0,4,Frequent Low Spenders
341,3.6451887654892032,1.0986122886681098,1,0,38.0,2.194296317557096,1,4,Frequent Low Spenders
909,8.684607518876483,1.0986122886681098,4,1,557.0,0.4897798542497503,1,1,Loyal Customers
95,4.360164387816747,1.0986122886681098,2,0,84.0,0.1230600927568904,0,4,Frequent Low Spenders
185,4.409884962802278,1.0986122886681098,2,0,182.0,0.0163491380010213,0,4,Frequent Low Spenders
196,4.011325206502009,1.0986122886681098,2,0,146.0,0.2945080375216909,0,4,Frequent Low Spenders
352,4.178379291165174,1.0986122886681098,2,0,275.0,0.2468600779315258,0,4,Frequent Low Spenders
130,3.7032753343976688,1.0986122886681098,1,0,54.0,0.8785504038911388,0,4,Frequent Low Spenders
354,5.195342890920207,1.0986122886681098,6,0,120.0,1.0818051703517284,1,4,Frequent Low Spenders
354,4.347305781945493,1.0986122886681098,2,0,223.0,0.462125141673441,0,4,Frequent Low Spenders
208,4.937706114073498,1.0986122886681098,3,0,185.0,0.1171822546227046,0,4,Frequent Low Spenders
117,4.744584241770769,1.0986122886681098,2,0,95.0,0.2082970431968734,0,4,Frequent Low Spenders
876,9.265527176805143,1.6094379124341005,5,1,270.0,0.2127190339782957,0,1,Loyal Customers
1118,8.928477336043652,1.6094379124341005,6,1,281.0,0.6788100174133755,1,1,Loyal Customers
1105,8.924330234395358,1.6094379124341005,7,1,286.0,0.6187702104218941,1,1,Loyal Customers
1066,8.934221849891106,1.6094379124341005,7,1,268.0,0.6781093031952307,1,1,Loyal Customers
505,9.34750661800973,2.079441541679836,10,1,69.0,0.8410673106365051,0,3,High Value Customers
496,9.31190442819301,2.079441541679836,6,1,73.0,0.5615708227710854,0,3,High Value Customers
1072,8.876998231488876,1.6094379124341005,7,1,279.0,0.6071128432177749,1,1,Loyal Customers
1081,8.878601913327483,1.6094379124341005,6,1,296.0,0.5020030351507953,1,1,Loyal Customers
855,9.266848296516056,1.6094379124341005,5,1,269.0,0.1641903942754099,0,1,Loyal Customers
848,9.26637376432782,1.6094379124341005,6,1,269.0,0.1353884033713814,0,1,Loyal Customers
1075,8.87241848511962,1.6094379124341005,8,1,303.0,0.432596452159177,0,1,Loyal Customers
198,3.675540889674756,0.6931471805599453,2,2,0.0,5.828945617610208,1,0,Dormant Customers
842,9.199407828910491,1.6094379124341005,7,1,235.0,0.4539174914938679,0,1,Loyal Customers
1048,8.870276693842648,1.6094379124341005,8,1,291.0,0.4708623669536941,0,1,Loyal Customers
102,7.749305223132411,0.6931471805599453,3,2,0.0,5.828945617610208,0,2,At Risk High Spenders
898,8.807854820577012,1.3862943611198906,6,1,428.0,0.0914795728641499,0,1,Loyal Customers
333,6.547660207354412,2.833213344056216,6,0,18.0,1.413693335307978,0,3,High Value Customers
66,5.322619659071002,1.0986122886681098,6,2,21.0,1.145132304302957,0,4,Frequent Low Spenders
339,4.744584241770769,1.0986122886681098,2,0,36.0,2.2424811689242694,1,4,Frequent Low Spenders
288,4.409884962802278,1.0986122886681098,2,0,184.0,0.4480247225267381,0,4,Frequent Low Spenders
888,8.806630722149121,1.3862943611198906,6,1,421.0,0.1015528004431464,0,1,Loyal Customers
252,3.9166124577619534,1.0986122886681098,2,0,55.0,1.522095902278913,1,4,Frequent Low Spenders
877,8.820492674763095,1.3862943611198906,5,1,419.0,0.0889982641912415,0,1,Loyal Customers
357,4.409884962802278,1.0986122886681098,2,0,138.0,0.950482096622384,1,4,Frequent Low Spenders
854,8.80261270621376,1.3862943611198906,4,1,409.0,0.0843591261232542,0,1,Loyal Customers
335,7.028041844856559,3.332204510175204,7,0,12.0,0.4054651081081644,0,3,High Value Customers
883,8.818047132664253,1.3862943611198906,7,1,417.0,0.1110994123260954,0,1,Loyal Customers
391,8.065664249320795,1.0986122886681098,6,2,332.0,0.1635725910684578,0,1,Loyal Customers
390,7.763429389007857,0.6931471805599453,3,1,0.0,5.828945617610208,1,2,At Risk High Spenders
871,8.686637187196174,1.0986122886681098,4,1,498.0,0.559041899827425,1,1,Loyal Customers
864,8.690176280130814,1.0986122886681098,4,1,478.0,0.5919620363125233,1,1,Loyal Customers
244,4.5976419195673,1.0986122886681098,3,0,171.0,0.3555046687903165,0,4,Frequent Low Spenders
159,3.767690634538226,1.0986122886681098,1,0,19.0,2.124465223053722,0,4,Frequent Low Spenders
871,8.697048375879568,1.0986122886681098,5,1,485.0,0.5854930859145775,1,1,Loyal Customers
854,8.695212172056811,1.0986122886681098,4,1,483.0,0.5699145401354399,1,1,Loyal Customers
862,8.6955452133545,1.0986122886681098,4,1,482.0,0.5813111566127633,1,1,Loyal Customers
259,5.613967170333837,1.0986122886681098,5,0,9.0,3.359603484363291,1,4,Frequent Low Spenders
883,8.68088223606219,1.0986122886681098,3,1,545.0,0.4825394059403875,1,1,Loyal Customers
882,8.692193009579457,1.0986122886681098,4,1,501.0,0.5655859549218313,1,1,Loyal Customers
364,6.897017838439396,3.332204510175204,7,0,13.0,0.3794896217045879,0,3,High Value Customers
360,7.269609785795621,3.332204510175204,12,0,13.0,0.653926467406184,0,3,High Value Customers
865,8.684274198793908,1.0986122886681098,3,1,475.0,0.5994147028967179,1,1,Loyal Customers
331,3.819249605275792,1.0986122886681098,1,0,111.0,1.0925881740643997,1,4,Frequent Low Spenders
