CustomerTenure,TotalRevenue,OrderFrequency,TotalProductSubCategories,MostPurchasedCategory,AvgDaysBetweenOrders,RecencyRatio,ChurnLabel
1090,8.792295975331916,1.3862943611198906,3,1,510.0,0.12861737782140392,0
1083,8.77944052597077,1.3862943611198906,6,1,524.0,0.06286727806007522,0
325,4.409884962802278,1.0986122886681098,2,0,234.0,0.32850406697139606,0
1073,8.518851815139106,1.3862943611198906,5,1,501.0,0.13078310857093875,0
30,4.827913657280962,1.0986122886681098,4,2,3.0,2.302585092994046,0
1076,9.00360152468725,1.3862943611198906,4,1,415.0,0.4654753196207686,1
376,7.7540440589903685,0.6931471805599453,2,0,0.0,5.8289456176102075,1
1090,9.014814419598604,1.3862943611198906,5,1,423.0,0.45391749149386795,1
1093,9.008103005481162,1.3862943611198906,5,1,429.0,0.43682523054806294,1
1067,9.012925481734573,1.3862943611198906,6,1,412.0,0.46208400210723194,1
1071,8.998265337992745,1.3862943611198906,3,1,409.0,0.48003868380863496,1
1056,9.0178496843941,1.3862943611198906,5,1,409.0,0.4586311384577526,1
344,4.770091228101879,1.3862943611198906,4,0,13.0,3.237169017915508,1
1046,9.0062663361601,1.3862943611198906,4,1,414.0,0.42143988871525534,1
1052,9.00331866256343,1.3862943611198906,4,1,412.0,0.44044482700391613,1
386,7.763429389007857,0.6931471805599453,3,0,0.0,5.8289456176102075,1
381,7.772310513448238,0.6931471805599453,4,1,0.0,5.8289456176102075,1
368,7.743261027764507,0.6931471805599453,2,0,0.0,5.8289456176102075,1
352,5.316009926078955,1.0986122886681098,2,0,334.0,0.052490182620578495,0
242,4.409884962802278,1.0986122886681098,2,0,111.0,0.7794075248442697,0
163,4.670489652108734,1.0986122886681098,3,0,147.0,0.10331761402715488,0
273,4.739351367454111,1.3862943611198906,5,0,80.0,0.8754687373538999,0
1017,9.00024260318221,1.3862943611198906,2,1,389.0,0.4773671970144393,1
1006,9.007801822048382,1.3862943611198906,4,1,395.0,0.4362111942698434,1
333,4.711600129603938,1.3862943611198906,3,0,137.0,0.3530186327352168,0
1034,9.01127949117793,1.3862943611198906,5,1,403.0,0.44678325743878267,1
311,5.262171919911683,1.3862943611198906,5,0,75.0,1.142097400607742,0
311,4.555874894263214,1.3862943611198906,4,0,32.0,2.1618852108909103,1
1006,8.995788555774425,1.3862943611198906,3,1,394.0,0.4403813732138857,1
1013,9.007004349906923,1.3862943611198906,3,1,396.0,0.44345481265038866,1
1019,9.00822785981793,1.3862943611198906,4,1,394.0,0.459799459071074,1
347,6.818125932644743,2.8903717578961645,11,0,21.0,0.0,0
319,4.07668962698338,1.3862943611198906,3,0,146.0,0.1696849727891766,0
1024,9.012501441059307,1.3862943611198906,5,1,402.0,0.43487899331382,1
350,4.656433479925633,1.0986122886681098,3,0,60.0,1.7635885922613015,1
371,8.042959829449837,1.0986122886681098,5,0,288.0,0.25324158247114414,0
387,8.051442903874554,1.0986122886681098,4,1,306.0,0.23483959107665683,0
389,8.03255824457358,1.0986122886681098,4,0,321.0,0.1921382204879934,0
53,4.8672267108008995,1.0986122886681098,3,0,33.0,0.47378435208526426,0
210,5.039870419364591,1.0986122886681098,4,2,172.0,0.19961305390390136,0
337,5.304696973512076,1.0986122886681098,2,0,165.0,0.7141374564516624,0
380,8.06393811877218,1.0986122886681098,6,0,303.0,0.2264384472108597,0
395,8.067550464974456,1.0986122886681098,6,1,324.0,0.19814224910868108,0
905,8.810620727039082,1.3862943611198906,6,1,418.0,0.15072719137546176,0
364,7.0819858585863775,3.367295829986474,9,0,12.0,0.9808292530114762,0
1026,9.000978909854508,1.3862943611198906,4,1,402.0,0.4380944301683711,1
1027,9.009569671513699,1.3862943611198906,5,1,396.0,0.4643056081310407,1
296,5.4675958983700355,1.3862943611198906,6,0,139.0,0.11538207411850555,0
1033,9.006878117068446,1.3862943611198906,5,1,408.0,0.42648447533221423,1
1023,8.995169950616308,1.3862943611198906,3,1,420.0,0.3600027340311745,1
1030,8.999623044357374,1.3862943611198906,4,1,421.0,0.3691854340272151,1
351,4.499365127091115,1.3862943611198906,3,0,123.0,0.6127656621086855,0
1027,9.01395924094128,1.3862943611198906,4,1,408.0,0.4168380982803697,1
1018,9.008653716156594,1.3862943611198906,5,1,422.0,0.3452353530289722,0
1005,9.019605925859915,1.3862943611198906,5,1,396.0,0.4304040564549042,1
196,4.643525139864555,1.3862943611198906,4,0,73.0,0.5217249142238394,0
1019,9.009875210945939,1.3862943611198906,6,1,391.0,0.47223898064702696,1
1000,9.008717334291209,1.3862943611198906,4,1,386.0,0.46252756647112603,1
990,8.999247666660034,1.3862943611198906,4,1,376.0,0.4887757925462125,1
986,8.997153339614806,1.3862943611198906,2,1,379.0,0.46934378098687324,1
1003,9.008470179627414,1.3862943611198906,4,1,391.0,0.4480247225267381,1
1001,9.002705930262742,1.3862943611198906,4,1,391.0,0.44475139718181084,1
994,9.017484725975303,1.3862943611198906,6,1,388.0,0.44587464644598157,1
1003,8.998882031878164,1.3862943611198906,3,1,421.0,0.3238376140487987,0
984,9.004299728561636,1.3862943611198906,5,1,412.0,0.3263658603064208,0
979,9.023531160706844,1.3862943611198906,5,1,415.0,0.30500110790892104,0
361,4.708448535441593,1.3862943611198906,5,0,39.0,2.107879477000341,1
316,4.819394075127647,1.3862943611198906,4,0,141.0,0.2102954088359642,0
352,4.742407204293176,1.3862943611198906,4,0,163.0,0.14799681425202818,0
319,5.008633291425583,1.3862943611198906,5,0,107.0,0.6790292990139423,0
998,9.010179435453752,1.3862943611198906,6,1,390.0,0.4423820519356414,1
202,4.826712455935327,1.3862943611198906,4,0,100.0,0.019802627296179712,0
359,4.4569021693189885,1.0986122886681098,3,0,293.0,0.20314977947101104,0
990,9.017179076923528,1.3862943611198906,6,1,429.0,0.266479864800944,0
218,4.080245637842599,1.3862943611198906,3,0,66.0,0.8276250947881544,0
341,3.782597457987688,1.3862943611198906,3,0,91.0,1.0106014113451245,0
286,5.016219672390156,1.3862943611198906,5,0,141.0,0.021053409197165675,0
999,9.00331866256343,1.3862943611198906,4,1,387.0,0.4566722661417857,1
362,4.390614651860415,1.3862943611198906,4,0,76.0,1.3217558399823195,1
976,8.51185295771662,1.3862943611198906,4,1,445.0,0.1766877390754538,0
293,3.8062179465311696,1.0986122886681098,1,0,174.0,0.5211173098025315,0
223,4.976319863681136,1.0986122886681098,4,0,54.0,1.418187724895692,0
906,8.678335373632246,1.0986122886681098,2,1,522.0,0.5513717181603142,1
50,3.6451887654892032,0.6931471805599453,1,0,0.0,5.8289456176102075,0
102,5.117454744990326,1.791759469228055,5,0,24.0,0.18924199963825256,0
294,7.771884971666044,0.6931471805599453,4,0,0.0,5.8289456176102075,1
29,4.289911345766076,0.6931471805599453,3,0,0.0,5.8289456176102075,0
1001,8.499605429493858,1.3862943611198906,2,1,457.0,0.17242592903903645,0
285,7.756182501399899,0.6931471805599453,2,1,0.0,5.8289456176102075,1
390,7.7754732230589045,0.6931471805599453,3,0,0.0,5.8289456176102075,1
181,5.316009926078955,1.0986122886681098,2,0,173.0,0.045205436767593754,0
131,4.381651564343798,1.0986122886681098,2,0,103.0,0.24046833497137837,0
136,4.44229825301545,1.0986122886681098,3,0,33.0,1.4161473242695424,0
315,3.7133281345162463,0.6931471805599453,1,0,0.0,5.8289456176102075,1
257,4.744584241770769,1.0986122886681098,2,0,135.0,0.6438013064564208,0
349,6.889357065035695,2.8903717578961645,9,0,20.0,0.5596157879354227,0
227,3.9031840567609417,1.0986122886681098,1,0,187.0,0.19384140062639757,0
368,7.783628101349357,0.6931471805599453,3,0,0.0,5.8289456176102075,1
368,7.745422628796786,0.6931471805599453,2,1,0.0,5.8289456176102075,1
357,4.735584224710024,1.3862943611198906,4,0,111.0,0.7958013346199311,0
991,9.011462512866512,1.3862943611198906,5,1,443.0,0.21087903237605765,0
327,4.846075066880943,1.3862943611198906,3,0,135.0,0.3469986496076245,0
238,3.7438410121879104,1.3862943611198906,2,0,89.0,0.5153099362128496,0
307,5.264863990288817,1.3862943611198906,5,2,55.0,1.5220959022789127,1
989,8.998175088353529,1.3862943611198906,5,1,444.0,0.20312468442353404,0
384,7.738919402029275,0.6931471805599453,1,1,0.0,5.8289456176102075,1
305,4.7074559795288415,1.0986122886681098,2,0,0.0,5.8289456176102075,1
383,7.749749097777435,0.6931471805599453,1,1,0.0,5.8289456176102075,1
387,7.749749097777435,0.6931471805599453,1,1,0.0,5.8289456176102075,1
385,7.779454420328167,0.6931471805599453,3,1,0.0,5.8289456176102075,1
188,3.7443141610020367,1.0986122886681098,1,0,49.0,1.344621664719179,0
374,7.781956546769072,0.6931471805599453,3,0,0.0,5.8289456176102075,1
142,3.9031840567609417,1.0986122886681098,1,0,60.0,0.8614824953788783,0
341,7.750735259299305,0.6931471805599453,2,0,0.0,5.8289456176102075,1
241,4.553350437258295,1.0986122886681098,3,0,163.0,0.3910467326832412,0
344,7.7540440589903685,0.6931471805599453,2,0,0.0,5.8289456176102075,1
272,3.855875844805145,1.0986122886681098,1,0,96.0,1.0414538748280435,0
276,4.981961433511648,1.0986122886681098,3,0,100.0,1.0152306797290584,0
248,4.639474989680082,1.0986122886681098,2,0,11.0,3.1155334733665874,1
106,4.488186830502272,1.0986122886681098,3,0,53.0,0.6931471805599453,0
386,8.047934884348908,1.0986122886681098,4,1,325.0,0.1720121871348343,0
378,8.051210268287589,1.0986122886681098,5,0,305.0,0.21458241901210995,0
247,4.409884962802278,1.0986122886681098,2,0,121.0,0.7135977910309487,0
155,5.064049670730892,1.0986122886681098,5,0,125.0,0.2151113796169455,0
892,8.812478783707201,1.3862943611198906,6,1,405.0,0.1843770559756605,0
270,4.867072805452385,1.0986122886681098,3,0,253.0,0.06503247027054712,0
332,4.639474989680082,1.0986122886681098,2,0,297.0,0.1114028301136835,0
199,3.9031840567609417,1.0986122886681098,1,0,12.0,2.808398174936472,1
884,8.811585201799367,1.3862943611198906,6,1,399.0,0.19518747404696613,0
360,7.186151874516383,3.367295829986474,11,0,13.0,0.07410797215365045,0
305,4.914491433543353,1.0986122886681098,3,0,199.0,0.42700695188232246,0
341,4.981961433511648,1.0986122886681098,3,0,94.0,1.2885876950134894,1
322,4.839767887347417,1.0986122886681098,4,0,303.0,0.06081874003498016,0
317,4.937706114073498,1.0986122886681098,3,0,192.0,0.5014064018490954,0
266,3.7443141610020367,1.0986122886681098,1,0,65.0,1.409109038885893,1
153,4.409884962802278,1.0986122886681098,2,0,130.0,0.1629034709367877,0
273,3.855875844805145,1.0986122886681098,1,0,44.0,1.8252821612666255,1
171,4.237723145067448,1.0986122886681098,2,0,60.0,1.0473189942805592,0
341,7.388519554251364,3.332204510175204,11,0,13.0,0.14310084364054,0
102,3.7443141610020367,1.0986122886681098,1,0,81.0,0.23052365861162646,0
300,4.686565824192085,1.0986122886681098,2,0,125.0,0.8754687373538999,0
88,4.409884962802278,1.0986122886681098,2,0,81.0,0.08288765980538135,0
886,8.690342814327481,1.0986122886681098,5,1,529.0,0.5157285187465537,1
153,3.855875844805145,1.0986122886681098,1,0,141.0,0.08167803101360052,0
901,8.816494498356178,1.3862943611198906,6,1,409.0,0.1847635604494454,0
219,4.744584241770769,1.0986122886681098,2,0,94.0,0.8457769475462595,0
337,3.7443141610020367,1.0986122886681098,1,0,174.0,0.6610276311376249,0
321,4.670489652108734,1.0986122886681098,3,0,270.0,0.17301916413089344,0
289,4.670489652108734,1.0986122886681098,3,0,191.0,0.41415326006540437,0
331,5.095466518501589,1.0986122886681098,2,0,205.0,0.4791083962383677,0
271,5.340226769625247,1.0986122886681098,2,0,79.0,1.2326709684125503,1
357,4.599856091164322,1.0986122886681098,3,0,8.0,3.798294240099803,1
316,4.888467660122048,1.0986122886681098,3,0,213.0,0.39445004787723703,0
355,7.28918722368218,3.332204510175204,9,0,13.0,0.4795730802615053,0
211,5.203676962393915,1.0986122886681098,4,0,70.0,1.1033628914264706,0
135,4.317221411307766,1.0986122886681098,2,0,6.0,3.1135153092103742,0
342,6.688068247016164,2.8903717578961645,7,0,18.0,1.299282984130079,0
172,4.360164387816747,1.0986122886681098,2,0,93.0,0.614894983659982,0
185,3.6451887654892032,1.0986122886681098,1,0,73.0,0.9298963839297499,0
262,4.360164387816747,1.0986122886681098,2,0,19.0,2.623905524594618,1
362,4.360164387816747,1.0986122886681098,2,0,260.0,0.33096258080974605,0
330,4.906977032485268,1.0986122886681098,4,0,197.0,0.5158889257223586,0
309,3.6451887654892032,1.0986122886681098,1,0,303.0,0.0196084713883569,0
267,4.27332721775054,1.0986122886681098,2,0,123.0,0.7750643030277984,0
361,6.6777759166586454,2.8903717578961645,10,0,21.0,0.6931471805599453,0
363,6.7192425966604015,2.8903717578961645,7,0,22.0,0.4054651081081644,0
306,4.360164387816747,1.0986122886681098,2,0,165.0,0.617639628051555,0
167,5.095466518501589,1.0986122886681098,2,0,97.0,0.5432828339133243,0
347,7.053170775080112,2.8903717578961645,9,0,18.0,1.236762627148798,0
897,8.691018759288928,1.0986122886681098,4,1,540.0,0.5074867225004092,1
902,8.691860529273333,1.0986122886681098,3,1,554.0,0.4874498333151292,1
334,3.7032753343976688,1.0986122886681098,1,0,310.0,0.0745686954968498,0
91,3.7032753343976688,1.0986122886681098,1,0,87.0,0.04495138786202456,0
320,3.936325297951111,1.0986122886681098,2,0,274.0,0.1551928894049895,0
296,3.855875844805145,1.0986122886681098,1,0,193.0,0.4276692654187289,0
88,5.342142846088066,1.0986122886681098,4,0,27.0,1.1814999484737978,0
364,7.095379418866934,3.332204510175204,8,0,13.0,0.9903987040276198,0
905,8.807859307178896,1.3862943611198906,4,1,424.0,0.12405264866987885,0
220,4.307437777682809,1.0986122886681098,3,0,76.0,1.0628942060659394,0
341,3.6451887654892032,1.0986122886681098,1,0,38.0,2.1942963175570958,1
909,8.684607518876483,1.0986122886681098,4,1,557.0,0.48977985424975035,1
95,4.360164387816747,1.0986122886681098,2,0,84.0,0.1230600927568904,0
185,4.409884962802278,1.0986122886681098,2,0,182.0,0.016349138001021363,0
196,4.011325206502009,1.0986122886681098,2,0,146.0,0.29450803752169097,0
352,4.178379291165174,1.0986122886681098,2,0,275.0,0.2468600779315258,0
130,3.7032753343976688,1.0986122886681098,1,0,54.0,0.8785504038911388,0
354,5.195342890920207,1.0986122886681098,6,0,120.0,1.0818051703517284,1
354,4.347305781945493,1.0986122886681098,2,0,223.0,0.462125141673441,0
208,4.937706114073498,1.0986122886681098,3,0,185.0,0.11718225462270469,0
117,4.744584241770769,1.0986122886681098,2,0,95.0,0.2082970431968734,0
876,9.265527176805143,1.6094379124341003,5,1,270.0,0.21271903397829572,0
1118,8.928477336043652,1.6094379124341003,6,1,281.0,0.6788100174133755,1
1105,8.924330234395358,1.6094379124341003,7,1,286.0,0.6187702104218941,1
1066,8.934221849891106,1.6094379124341003,7,1,268.0,0.6781093031952307,1
505,9.34750661800973,2.0794415416798357,10,1,69.0,0.8410673106365051,0
496,9.31190442819301,2.0794415416798357,6,1,73.0,0.5615708227710854,0
1072,8.876998231488876,1.6094379124341003,7,1,279.0,0.6071128432177749,1
1081,8.878601913327483,1.6094379124341003,6,1,296.0,0.5020030351507953,1
855,9.266848296516056,1.6094379124341003,5,1,269.0,0.16419039427540996,0
848,9.266373764327819,1.6094379124341003,6,1,269.0,0.13538840337138144,0
1075,8.87241848511962,1.6094379124341003,8,1,303.0,0.432596452159177,0
198,3.675540889674756,0.6931471805599453,2,2,0.0,5.8289456176102075,1
842,9.199407828910491,1.6094379124341003,7,1,235.0,0.45391749149386795,0
1048,8.870276693842648,1.6094379124341003,8,1,291.0,0.4708623669536941,0
102,7.749305223132411,0.6931471805599453,3,2,0.0,5.8289456176102075,0
898,8.807854820577012,1.3862943611198906,6,1,428.0,0.09147957286414994,0
333,6.547660207354412,2.833213344056216,6,0,18.0,1.4136933353079781,0
66,5.322619659071002,1.0986122886681098,6,2,21.0,1.145132304302957,0
339,4.744584241770769,1.0986122886681098,2,0,36.0,2.2424811689242694,1
288,4.409884962802278,1.0986122886681098,2,0,184.0,0.4480247225267381,0
888,8.806630722149121,1.3862943611198906,6,1,421.0,0.10155280044314643,0
252,3.9166124577619534,1.0986122886681098,2,0,55.0,1.5220959022789127,1
877,8.820492674763095,1.3862943611198906,5,1,419.0,0.08899826419124156,0
357,4.409884962802278,1.0986122886681098,2,0,138.0,0.9504820966223839,1
854,8.80261270621376,1.3862943611198906,4,1,409.0,0.0843591261232542,0
335,7.028041844856559,3.332204510175204,7,0,12.0,0.4054651081081644,0
883,8.818047132664253,1.3862943611198906,7,1,417.0,0.11109941232609549,0
391,8.065664249320795,1.0986122886681098,6,2,332.0,0.1635725910684578,0
390,7.763429389007857,0.6931471805599453,3,1,0.0,5.8289456176102075,1
871,8.686637187196174,1.0986122886681098,4,1,498.0,0.559041899827425,1
864,8.690176280130814,1.0986122886681098,4,1,478.0,0.5919620363125233,1
244,4.5976419195673,1.0986122886681098,3,0,171.0,0.35550466879031656,0
159,3.767690634538226,1.0986122886681098,1,0,19.0,2.124465223053722,0
871,8.697048375879568,1.0986122886681098,5,1,485.0,0.5854930859145775,1
854,8.695212172056811,1.0986122886681098,4,1,483.0,0.5699145401354399,1
862,8.6955452133545,1.0986122886681098,4,1,482.0,0.5813111566127633,1
259,5.613967170333837,1.0986122886681098,5,0,9.0,3.359603484363291,1
883,8.68088223606219,1.0986122886681098,3,1,545.0,0.4825394059403875,1
882,8.692193009579457,1.0986122886681098,4,1,501.0,0.5655859549218313,1
364,6.897017838439396,3.332204510175204,7,0,13.0,0.3794896217045879,0
360,7.2696097857956214,3.332204510175204,12,0,13.0,0.653926467406184,0
865,8.684274198793908,1.0986122886681098,3,1,475.0,0.5994147028967179,1
331,3.8192496052757914,1.0986122886681098,1,0,111.0,1.0925881740643995,1
211,4.360164387816747,1.0986122886681098,2,0,38.0,1.7142719737496144,0
868,8.686461591902352,1.0986122886681098,4,1,486.0,0.5799830907594785,1
881,8.69946974719766,1.0986122886681098,5,1,490.0,0.5866522348312462,1
244,3.8192496052757914,1.0986122886681098,1,0,91.0,0.9863087187760977,0
356,4.033886593184986,1.0986122886681098,2,0,85.0,1.4322794743615594,1
185,4.8579502064306075,1.0986122886681098,3,0,91.0,0.7094963185614586,0
860,8.69202342485175,1.0986122886681098,5,1,487.0,0.5686682661648474,1
364,7.063108093099201,3.332204510175204,9,0,14.0,0.0,0
329,4.360164387816747,1.0986122886681098,2,0,169.0,0.6661590358422073,0
873,8.683805332282782,1.0986122886681098,5,1,496.0,0.5653596291145098,1
861,8.68849593006106,1.0986122886681098,3,1,495.0,0.5535367418585004,1
877,8.678335373632246,1.0986122886681098,2,1,503.0,0.5559168222720847,1
866,8.684607518876483,1.0986122886681098,4,1,473.0,0.6047895200699595,1
338,4.4569021693189885,1.0986122886681098,3,0,19.0,2.878606916316549,1
125,3.767690634538226,1.0986122886681098,1,0,100.0,0.22314355131420976,0
856,8.709341309027927,1.0986122886681098,4,1,472.0,0.5952913905556914,1
880,8.682458446307786,1.0986122886681098,4,1,516.0,0.5338151419906031,1
855,8.691018759288928,1.0986122886681098,4,1,513.0,0.5108256237655907,1
869,8.686637187196174,1.0986122886681098,4,1,528.0,0.498246841558928,1
855,8.702217758450967,1.0986122886681098,4,1,517.0,0.5030585944278843,1
362,7.3142332073479945,3.332204510175204,10,0,12.0,1.203972804325836,0
233,4.8847696822465165,1.0986122886681098,3,0,124.0,0.630756887960389,0
875,8.68932803942196,1.0986122886681098,5,1,515.0,0.5300569856935297,1
879,8.678725134002635,1.0986122886681098,3,1,540.0,0.4872157581263791,1
314,4.813890216636577,1.0986122886681098,4,0,33.0,2.252885424441719,1
309,4.360164387816747,1.0986122886681098,2,0,132.0,0.8505393543113358,0
212,3.767690634538226,1.0986122886681098,1,0,69.0,1.1224797700744464,0
877,8.693701215662461,1.0986122886681098,5,1,523.0,0.5169255283067391,1
143,4.556609995372715,1.0986122886681098,3,0,130.0,0.09531017980432487,0
203,3.767690634538226,1.0986122886681098,1,0,180.0,0.12024912815088731,0
169,4.360164387816747,1.0986122886681098,2,0,134.0,0.2320589149715704,0
285,4.360164387816747,1.0986122886681098,2,0,148.0,0.6552769065041846,0
256,3.767690634538226,1.0986122886681098,1,0,16.0,2.772588722239781,1
266,3.8192496052757914,1.0986122886681098,1,0,203.0,0.27029032973975387,0
337,3.882182163417125,1.0986122886681098,2,0,281.0,0.18172826101798392,0
253,3.767690634538226,1.0986122886681098,1,0,211.0,0.18153135525110198,0
381,7.762587541485595,0.6931471805599453,2,0,0.0,5.8289456176102075,1
880,8.678335373632246,1.0986122886681098,2,1,536.0,0.49578774640137746,1
103,3.8192496052757914,1.0986122886681098,1,0,22.0,1.5436865348712812,0
872,8.687986890382058,1.0986122886681098,4,1,534.0,0.4903935849487068,1
227,4.293332023658551,1.0986122886681098,3,0,65.0,1.2505627475855674,0
339,3.6451887654892032,1.0986122886681098,1,0,94.0,1.2827053251103342,1
310,3.8192496052757914,1.0986122886681098,1,0,58.0,1.6761292869326048,1
871,8.712026153147255,1.0986122886681098,4,1,508.0,0.5391605292735204,1
855,8.690512684276467,1.0986122886681098,4,1,498.0,0.5405013919118056,1
862,8.707019847695966,1.0986122886681098,6,1,500.0,0.5446471722415014,1
866,8.691018759288928,1.0986122886681098,4,1,524.0,0.5023932242412775,1
855,8.685507097555584,1.0986122886681098,3,1,494.0,0.5485659517487045,1
388,8.459360668062576,1.0986122886681098,3,1,92.0,1.4392167625740373,1
856,8.682582198298784,1.0986122886681098,2,1,504.0,0.5296941080699623,1
350,7.036456273997871,3.332204510175204,8,0,13.0,0.3794896217045879,0
355,7.193167276763012,3.332204510175204,10,0,13.0,0.26826398659444406,0
836,8.65799285604093,1.0986122886681098,2,1,449.0,0.6216057253422882,1
1044,9.007527494791391,1.3862943611198906,5,1,423.0,0.38395890288653417,1
1061,9.006388967535246,1.3862943611198906,4,1,438.0,0.3523276084104837,1
828,8.656128705437016,1.0986122886681098,3,1,439.0,0.6345137413100413,1
488,8.398945457804482,1.0986122886681098,3,1,100.0,1.5851452198650557,1
1056,9.007367027451355,1.3862943611198906,4,1,431.0,0.3700422782650629,1
840,8.65625053779584,1.0986122886681098,3,1,446.0,0.6330829398168285,1
478,8.384821857092392,1.0986122886681098,2,1,110.0,1.4691303666989144,1
458,8.392549772049195,1.0986122886681098,3,1,67.0,1.9221765647231621,1
1023,9.011035410141815,1.3862943611198906,5,1,415.0,0.38189636173488484,1
200,3.9114228253561136,0.6931471805599453,2,0,0.0,5.8289456176102075,1
1030,9.014689168868976,1.3862943611198906,6,1,421.0,0.3691854340272151,1
991,9.002185181875236,1.3862943611198906,5,1,401.0,0.3861611095927892,1
463,8.390515560871304,1.0986122886681098,2,1,70.0,1.889231812036767,1
484,8.412731871360844,1.0986122886681098,5,1,133.0,1.29173577849463,1
318,2.7067159780890733,0.6931471805599453,1,0,0.0,5.8289456176102075,1
303,4.2336716274432,0.6931471805599453,2,0,0.0,5.8289456176102075,1
15,4.2336716274432,0.6931471805599453,2,2,0.0,5.8289456176102075,0
357,3.675540889674756,0.6931471805599453,2,0,0.0,5.8289456176102075,1
961,8.995788555774425,1.3862943611198906,3,1,404.0,0.3211503619660406,0
272,2.7067159780890733,0.6931471805599453,1,0,0.0,5.8289456176102075,1
961,8.99702585703055,1.3862943611198906,4,1,394.0,0.36400839442964894,0
56,3.176803048446293,0.6931471805599453,2,2,0.0,5.8289456176102075,0
124,2.7067159780890733,0.6931471805599453,1,0,0.0,5.8289456176102075,0
994,8.531153294160461,1.3862943611198906,6,1,452.0,0.17973709901403592,0
955,8.506091798345064,1.3862943611198906,4,1,432.0,0.1911558758206902,0
945,8.524323708745346,1.3862943611198906,6,1,435.0,0.159064694629305,0
960,8.509376722259958,1.3862943611198906,6,1,452.0,0.11482882375877052,0
946,8.52253887774099,1.3862943611198906,5,1,454.0,0.07834692975240681,0
119,4.753245304053455,1.0986122886681098,3,2,54.0,0.7901394465469357,0
